,repo_gits,repo_cntrb_counts
1926,young-geng/tpu_pod_commander,1
1966,freedomtan/coreml_modelc_profling,1
1927,bdebye/thesisuestc,1
1965,freedomtan/coreml_models_for_mlperf,1
1964,freedomtan/clip_score_on_android,1
1963,mlcommons/mobile_app_open,1
1960,edwardyehuang/iDS,1
1959,Jo-Pan/FlowLearn,1
1958,edwardyehuang/tensorflow,1
1957,winni18/MorAL,1
1956,poloclub/ClickDiffusion,1
1954,james77777778/keras-image-models,1
1953,wangrongding/wechat-bot,1
1952,AstraBert/everything-ai,1
1951,Eleanor-H/CLOMO,1
1950,magols/BlazorGPT,1
1949,ml-explore/mlx-swift,1
1947,stickoking/razer-macos,1
1946,yixiaoer/tpux,1
1945,CosmosShadow/GeneralAgent,1
1944,clomo-logic/clomo-logic.github.io,1
1943,alhojel/visual_task_vectors,1
1942,Ryujinx/Ryujinx,1
1941,OpenRobotLab/GRUtopia,1
1936,Eleanor-H/MUSTARD,1
1935,MinghanLi/UniVS,1
1934,erwanp/pytexit,1
1933,dvlab-research/LISA,1
1932,photopea/photopea,1
1931,dotdevelop/dotdevelop,1
1930,openai/sparse_autoencoder,1
1928,AutoSurveys/AutoSurvey,1
1725,conda-forge/dgl-feedstock,1
1722,conda-forge/gwtrigfind-feedstock,1
2619,outlines-dev/outlines,1
1500,gaomingqi/Awesome-Video-Object-Segmentation,1
1518,ebrevdo/find-file-in-repository,1
1517,fossology/Nirjas,1
1515,janeyx99/ao,1
1513,NatronGitHub/Natron,1
1512,ibaiGorordo/ONNX-SAM2-Segment-Anything,1
1510,KU-CVLAB/locotrack,1
1509,flathub/com.slack.Slack,1
1508,LiuJF1226/Mono-ViFI,1
1507,haithamkhedr/hf_transformers,1
1506,Vchitect/Latte,1
1505,sagieppel/fine-tune-train_segment_anything_2_in_60_lines_of_code,1
1503,ENSTA-U2IS-AI/torch-uncertainty,1
1502,chiaki530/leapvo,1
1501,seanpmorgan/addons,1
1499,tensorflow/addons,1
1561,rclone/rclone,1
1498,zju3dv/DetectorFreeSfM,1
1497,bhack/pytorch,1
1496,henry123-boy/SpaTracker,1
1495,facebookresearch/co-tracker,1
1494,ClementPinard/Pytorch-Correlation-extension,1
1493,hkchengrex/Cutie,1
1492,google-deepmind/tapnet,1
1491,yahooo-m/VOS-Solution,1
1490,facebookresearch/vggsfm,1
1489,sherrylixuecheng/AI_for_Science_paper_collection,1
1487,YvanYin/Metric3D,1
1486,RuijieZhu94/mmdepth,1
1484,seemethere/xonsh,1
1483,xonsh/xonsh,1
1519,h/find-file-in-repository,1
1520,gmagogsfm/pytorch-1,1
1521,sergachev/llvm-project,1
1522,rui314/mold,1
1559,fsspec/filesystem_spec,1
1558,Skylion007/pytorch,1
1557,tongwentang/tongwentang-extension,1
1555,yanboliang/spark,1
1553,yanboliang/gpt-fast,1
1552,yanboliang/pytorch,1
1551,haifeng-jin/keras-benchmarks,1
1549,sergachev/xla,1
1548,sergachev/JAX-Toolbox,1
1547,sergachev/jax,1
1546,micahkepe/vimtutor-sequel,1
1545,markusg1234/ha_tuya_ble,1
1544,magjac/graphviz-visual-editor,1
1543,mdaines/viz-js,1
1542,azriel91/dot_ix,1
1541,albertan017/LLM4Decompile,1
1540,compiler-explorer/compiler-explorer,1
1539,nbarkhina/DosWasmX,1
1538,sergachev/litex-template,1
1537,jeffpar/pcjs,1
1536,copy/v86,1
1535,ZoneMinder/zoneminder,1
1532,sergachev/tensorflow,1
1531,clangd/clangd,1
1529,UltimateHackingKeyboard/agent,1
1528,webui-dev/webui,1
1526,dockovpn/dockovpn,1
1525,localsend/localsend,1
1523,openwrt/asu,1
1481,seemethere/dotfiles,1
1480,docker/docker-ce-packaging,1
1479,seemethere/refreshable-infra,1
1438,eaplatanios/vllm,1
1436,stanford-crfm/levanter,1
1434,eaplatanios/tsl,1
1433,eaplatanios/shardy,1
1432,eaplatanios/xla,1
1431,eaplatanios/triton,1
1430,sirupsen/napkin-math,1
1425,xdslproject/xdsl,1
1424,3b1b/manim,1
1421,coreylowman/cudarc,1
1418,bvaisvil/zenith,1
1417,huggingface/tokenizers,1
1416,markqvist/NomadNet,1
1415,mistralai/mistral-finetune,1
1413,morgangiraud/nanotron,1
1411,coqui-ai/TTS,1
1408,morgangiraud/morgangiraud.github.io,1
1407,morgangiraud/p2p-perf,1
1406,cuda-mode/p2p-perf,1
1405,285714/networkx,1
1404,vanvalenlab/kiosk-console,1
1402,cyschneck/networkx,1
1400,lucascolley/numpydoc,1
1399,vanvalenlab/deepcell-tracking,1
1398,rossbar/numpy-tutorials,1
1397,rossbar/scientific-python-lectures,1
1396,rossbar/deepcell-label-processing,1
1395,vanvalenlab/deepcell-applications,1
1394,pygraphviz/documentation,1
1393,rossbar/numpy,1
1437,stanford-crfm/haliax,1
1439,thephet/BevyRoguelike,1
1477,darwin-containers/rund,1
1440,thephet/thephet.github.io,1
1476,LF-Engineering/pytorch.github.io,1
1475,seemethere/pytorch.github.io,1
1474,seemethere/test-repo,1
1473,seemethere/upload-artifact-s3,1
1471,run-llama/multi-agent-concierge,1
1469,Arize-ai/phoenix,1
1468,ur-whitelab/chemcrow-public,1
1467,hendricius/the-sourdough-framework,1
1465,ravi03071991/KT_Generator,1
1463,cmosguy/py-tree-sitter-languages,1
1462,grantjenks/py-tree-sitter-languages,1
1460,suo/pytorch,1
1459,otieno-juma/numpy,1
1458,bmwoodruff/genai-numpy,1
1457,bmwoodruff/byu-mini-reu-2024,1
1456,bmwoodruff/numpy,1
1455,nebari-dev/nebari,1
1454,emscripten-core/emsdk,1
1453,lukonik/tfjs,1
1452,wechaty/wechaty,1
1451,huggingface/visual-blocks-custom-components,1
1450,mattsoulanille/.emacs.d,1
1449,mattsoulanille/visualblocks,1
1448,google/visualblocks,1
1447,mattsoulanille/nimbie-py,1
1446,Vectorrent/tfjs,1
1445,tensorflow/tfjs-website,1
1444,mattsoulanille/tfjs,1
1441,gaikwadrahul8/tfjs-examples,1
1560,awayzjj/pytorch,1
1563,Skylion007/sympy,1
1721,conda-forge/cogwheel-pe-feedstock,1
1668,regro-cf-autotick-bot/r-gss-feedstock,1
1687,conda-forge/nasm-feedstock,1
1686,conda-forge/libmagma-feedstock,1
1684,conda-forge/r-arrow-feedstock,1
1682,conda-forge/libcusparse-feedstock,1
1681,conda-forge/cuda-version-feedstock,1
1680,conda-forge/cuda-cccl-impl-feedstock,1
1677,conda-forge/cuda-cupti-feedstock,1
1676,conda-forge/cuda-opencl-feedstock,1
1675,conda-forge/libxml2-feedstock,1
1674,conda-forge/cuda-sanitizer-api-feedstock,1
1673,dask/dask-image,1
1671,conda-forge/boost-feedstock,1
1670,jakirkham-feedstocks/boost-feedstock,1
1669,conda-forge/r-xml2-feedstock,1
1667,conda-forge/r-gss-feedstock,1
1564,Skylion007/filesystem_spec,1
1666,conda-forge/r-semver-feedstock,1
1665,conda-forge/r-set6-feedstock,1
1664,conda-forge/r-gsw-feedstock,1
1663,cupy/cupy-release-tools,1
1662,jakirkham/cupy-release-tools,1
1661,bkpoon/boost-feedstock,1
1659,gpuopenanalytics/pynvml,1
1658,hcho3/xgboost-feedstock,1
1657,conda-forge/xgboost-feedstock,1
1656,liberfa/pyerfa,1
1655,mhvk/fazel_file_generator,1
1653,mhvk/numpy,1
1652,mhvk/baseband,1
1651,astropy/astropy-project,1
1688,conda-forge/r-ccapp-feedstock,1
1689,conda-forge/r-dcurver-feedstock,1
1690,conda-forge/r-keys-feedstock,1
1691,conda-forge/r-gutenbergr-feedstock,1
1720,jakirkham/raft,1
1719,jakirkham/cugraph,1
1718,jakirkham/cuspatial,1
1717,conda-forge/warp-lang-feedstock,1
1716,conda-forge/sphinx-feedstock,1
1715,jakirkham/conda-smithy,1
1714,jakirkham/kvikio,1
1713,jakirkham/feedstocks,1
1712,jakirkham/rapidsai-docker,1
1711,rapidsai/docker,1
1710,conda-forge/r-janitor-feedstock,1
1709,conda-forge/r-data.table-feedstock,1
1708,conda-forge/r-openssl-feedstock,1
1707,conda-forge/r-pan-feedstock,1
1706,conda-forge/r-fdrtool-feedstock,1
1705,conda-forge/r-transformer-feedstock,1
1704,conda-forge/r-ff-feedstock,1
1703,conda-forge/r-lpsolveapi-feedstock,1
1702,conda-forge/r-posterior-feedstock,1
1701,conda-forge/r-signal-feedstock,1
1700,conda-forge/r-prabclus-feedstock,1
1699,conda-forge/r-rjsonio-feedstock,1
1698,conda-forge/r-rnifti-feedstock,1
1697,conda-forge/r-flashclust-feedstock,1
1696,conda-forge/r-geepack-feedstock,1
1695,conda-forge/r-spei-feedstock,1
1694,conda-forge/m2w64-oniguruma-feedstock,1
1693,conda-forge/r-survivalmodels-feedstock,1
1692,conda-forge/m2w64-muparser-feedstock,1
1650,vahidmech/numpy,1
1649,astropy/astropy-APEs,1
1648,mhvk/astropy,1
1601,jianyuh/FBGEMM,1
1599,ev-br/cupy,1
1598,ev-br/gulinalg,1
1597,ev-br/ndindex,1
1596,ev-br/numpy,1
1595,ollybritton/integrate,1
1594,ollybritton/scipy,1
1593,ev-br/pywt,1
1592,OpenMathLib/BLAS-Benchmarks,1
1590,ev-br/OpenBLAS,1
1588,andrewor14/torchtune,1
1587,eriknw/nx-pandas,1
1586,python-graphblas/graphblas-algorithms,1
1584,eriknw/python-suitesparse-graphblas,1
1583,GraphBLAS/python-suitesparse-graphblas,1
1582,networkx/nx-pandas,1
1580,eriknw/graphblas-algorithms,1
1579,python-graphblas/python-graphblas,1
1578,eriknw/grblas,1
1576,Skylion007/ruff,1
1575,Skylion007/rclone,1
1573,PyCQA/flake8-pyi,1
1572,r-three/common-pile,1
1571,adamchainz/flake8-logging,1
1570,globality-corp/flake8-logging-format,1
1569,Skylion007/kineto,1
1568,mosaicml/composer,1
1567,kuleshov-group/mdlm,1
1566,kuleshov-group/caduceus,1
1565,mosaicml/streaming,1
1600,Quansight/gulinalg,1
1603,GD06/flash-attention,1
1646,numba/pixie,1
1604,jianyuh/flash-attention,1
1645,max-sixty/numba,1
1644,guilhermeleobas/tutorials,1
1642,guilhermeleobas/K,1
1641,guilhermeleobas/dotfiles,1
1640,guilhermeleobas/pytorch,1
1639,guilhermeleobas/numba,1
1638,mit-han-lab/lmquant,1
1636,proger/accelerated-scan,1
1635,OpenGVLab/OmniQuant,1
1634,mit-han-lab/efficientvit,1
1632,LTH14/mar,1
1631,byronyi/mar,1
1630,cantonios/ducc,1
1628,francislata/tinygrad,1
1625,shuttle1987/pip-tools-docker,1
1624,jondea/pytorch,1
1621,etaf/pytorch-inductor-xpu,1
1619,eqy/pytorch-image-models,1
1618,huggingface/pytorch-image-models,1
1617,eqy/mmcv,1
1616,eqy/cutlass,1
1614,eqy/pytorch,1
1613,jianyuh/llama-toolchain,1
1611,jianyuh/jianyuh,1
1610,acoskunses-AMD/FBGEMM,1
1609,Jianyu-Huang/Jianyu-Huang.github.io,1
1607,changgyhub/leetcode_101,1
1606,jianyuh/pytorch,1
1605,ColfaxResearch/cfx-article-src,1
2038,Point72/csp,1
2039,melissawm/napari-docs,1
2040,psobolewskiPhD/napari,1
2410,scipp/essimaging,1
2424,scientific-python/sync-teams-action,1
2423,scipp/copier_template,1
2422,MridulS/scipp,1
2421,regro-cf-autotick-bot/econ-ark-feedstock,1
2420,conda-forge/econ-ark-feedstock,1
2419,scipp/scipp,1
2418,scipp/sciline,1
2417,scipp/scippneutron,1
2416,scipp/beamlime,1
2415,scipp/essreflectometry,1
2414,scipp/plopp,1
2413,scipp/essnmx,1
2412,networkx/nx-guides,1
2411,scipp/essdiffraction,1
2409,scipp/cyclebane,1
2464,horseee/Awesome-Efficient-LLM,1
2408,scipp/essspectroscopy,1
2407,PyGantt/PyGantt,1
2404,actions/setup-python,1
2403,avikchaudhuri/executorch,1
2402,avikchaudhuri/xla,1
2401,avikchaudhuri/pytorch,1
2400,patosai/tennis-scoreboard-adder,1
2399,patosai/tinygrad,1
2398,letalvoj/resume,1
2397,conda-forge/cdt-builds,1
2396,isuruf/qt-main-feedstock,1
2395,conda-forge/halide-python-feedstock,1
2394,conda-forge/nlopt-feedstock,1
2393,benvial/nlopt-feedstock,1
2425,MridulS/sync-teams-action,1
2426,MridulS/pydata-sphinx-theme,1
2427,MridulS/sciline,1
2428,scipp/scippnexus,1
2462,AutoModality/action-clean,1
2461,Xilinx/brevitas,1
2460,thiagocrepaldi/onnx,1
2459,justinchuby/model-explorer-onnx,1
2458,shar1pius/cpp-torch-cpu,1
2457,thiagocrepaldi/onnxruntime-extensions,1
2456,thiagocrepaldi/pytorch,1
2451,pygraphviz/pygraphviz,1
2450,conda-forge/conan-feedstock,1
2449,MridulS/conan-feedstock,1
2448,MridulS/dmsc-school,1
2447,alanlujan91/multinterp,1
2446,MridulS/scippnexus,1
2445,ess-dmsc-dram/dmsc-school,1
2444,MridulS/scipp-tutorial-euroscipy24,1
2443,MridulS/copier_template,1
2442,MridulS/networkx,1
2441,econ-ark/HARK,1
2440,MridulS/nx-website-sp-hugo,1
2438,MridulS/conan-center-index,1
2437,MridulS/beamlime,1
2436,MridulS/essreduce,1
2435,scipp/essreduce,1
2434,MridulS/presentations,1
2433,scipp/presentations,1
2432,MridulS/chexus,1
2431,scipp/chexus,1
2430,scipp/esspolarization,1
2429,scipp/esssans,1
2392,isuruf/halide-feedstock,1
2391,conda-forge/halide-feedstock,1
2390,isuruf/mpdecimal-feedstock,1
2355,conda-forge/linux-sysroot-feedstock,1
2353,ehfd/conda-forge-staged-recipes,1
2352,conda-forge/gmsh-feedstock,1
2351,isuruf/python_abi-feedstock,1
2350,conda-forge/microarch-level-feedstock,1
2349,conda-forge/rust-activation-feedstock,1
2348,conda-forge/maxima-feedstock,1
2347,conda-forge-admin/python_abi-feedstock,1
2346,isuruf/conda-smithy,1
2345,conda-forge/pcre2-feedstock,1
2344,isuruf/pcre2-feedstock,1
2343,conda-forge/faiss-split-feedstock,1
2342,conda-forge/python_abi-feedstock,1
2341,isuruf/python-feedstock,1
2340,regro-cf-autotick-bot/python-feedstock,1
2339,isuruf/llvmdev-feedstock,1
2338,xhochy/python-feedstock,1
2337,conda-forge/pkg-config-feedstock,1
2336,isuruf/pkg-config-feedstock,1
2334,isuruf/conda-forge-repodata-patches-feedstock,1
2333,isuruf/conda-build,1
2332,conda-forge/pytorch-cpu-feedstock,1
2331,conda-forge/r-httpuv-feedstock,1
2330,conda-forge/bzip2-feedstock,1
2329,isuruf/feedstock-outputs,1
2328,isuruf/isuruf.github.io,1
2327,conda-forge/feedstock-outputs,1
2326,isuruf/conda-forge.github.io,1
2325,conda-forge/cmdstan-feedstock,1
2324,conda-forge/pdal-feedstock,1
2354,conda-forge/conway-polynomials-feedstock,1
2356,jeongseok-meta/pytorch-cpu-feedstock,1
2389,conda-forge/mpdecimal-feedstock,1
2357,isuruf/cuda-nvcc-feedstock,1
2388,conda-forge/ocl-icd-feedstock,1
2387,conda-forge/conda-standalone-feedstock,1
2386,isuruf/sympy,1
2385,PavelNovichkov/symengine,1
2384,conda-forge/symengine-feedstock,1
2383,isuruf/torch-build,1
2382,conda-forge/mpc-feedstock,1
2381,regro-cf-autotick-bot/libflint-feedstock,1
2380,isuruf/symengine-feedstock,1
2379,isuruf/symengine,1
2378,conda-forge/libtool-feedstock,1
2377,symengine/symengine,1
2376,isuruf/symengine.py,1
2375,conda-forge/m2w64-sysroot-feedstock,1
2374,isuruf/m2w64-sysroot-feedstock,1
2373,conda-forge/libflint-feedstock,1
2372,isuruf/libflint-feedstock,1
2371,isuruf/symengine-wheels,1
2370,isuruf/mpfr-feedstock,1
2369,regro-cf-autotick-bot/mpfr-feedstock,1
2368,conda-forge/mpfr-feedstock,1
2367,duncanmmacleod/backports-feedstock,1
2366,conda-forge/crick-feedstock,1
2364,conda/constructor,1
2363,conda-forge/miniforge,1
2362,conda-forge/pip-feedstock,1
2361,conda-forge/r-terra-feedstock,1
2360,LucaCappelletti94/sanitize_ml_labels,1
2358,conda-forge/flang-feedstock,1
2463,snort3/snort3,1
2465,facebookresearch/detectron2,1
2041,melissawm/pydata-sphinx-theme,1
2558,lm-sys/RouteLLM,1
2576,FlowiseAI/Flowise,1
2575,meltano/meltano,1
2574,cohere-ai/cohere-toolkit,1
2573,IBM/Dromedary,1
2572,datawhalechina/easy-rl,1
2571,autogluon/autogluon,1
2570,borisdayma/dalle-mini,1
2569,microsoft/DeepSpeedExamples,1
2568,taoyds/spider,1
2566,FasterDecoding/Medusa,1
2564,OpenBMB/XAgent,1
2563,Stability-AI/stablediffusion,1
2562,runwayml/stable-diffusion,1
2559,stanford-crfm/helm,1
2557,OpenBMB/IoA,1
2466,fastmachinelearning/qonnx,1
2555,cdluminate/advtrace,1
2554,githubnext/monaspace,1
2553,willisma/SiT,1
2552,cdluminate/MyNotes,1
2551,cdluminate/cdluminate.github.io,1
2550,cdluminate/cdluminate,1
2548,zou3519/triton,1
2547,zou3519/pytorch,1
2545,conda-forge/randomgen-feedstock,1
2544,statsmodels/statsmodels.github.io,1
2543,bashtage/statsmodels-wheels,1
2541,statsmodels/smdatasets,1
2540,regro-cf-autotick-bot/statsmodels-feedstock,1
2539,conda-forge/statsmodels-feedstock,1
2577,Significant-Gravitas/AutoGPT,1
2578,FlagOpen/FlagEmbedding,1
2581,geekan/MetaGPT,1
2582,openai/finetune-transformer-lm,1
2617,mlc-ai/mlc-llm,1
2616,OpenBMB/ChatDev,1
2615,microsoft/autogen,1
2613,FederatedAI/FATE,1
2612,volcengine/volc-sdk-python,1
2611,lindong28/vim,1
2610,facebookincubator/nimble,1
2609,OpenCSGs/CSGHub,1
2606,lilacai/lilac,1
2604,IntelLabs/fastRAG,1
2603,activeloopai/deeplake,1
2601,Stability-AI/StableLM,1
2600,ray-project/langchain-ray,1
2599,jina-ai/jina,1
2598,openai/whisper,1
2597,ggerganov/ggml,1
2596,openvinotoolkit/openvino,1
2595,deepseek-ai/DeepSeek-LLM,1
2594,SuperDuperDB/superduperdb,1
2593,katanaml/sparrow,1
2592,hpcaitech/ColossalAI,1
2591,FMInference/FlexGen,1
2590,LAION-AI/Open-Assistant,1
2588,microsoft/JARVIS,1
2587,Mooler0410/LLMsPracticalGuide,1
2586,THUDM/ChatGLM-6B,1
2585,facebookresearch/metaseq,1
2584,juncongmoo/pyllama,1
2583,zihangdai/xlnet,1
2538,regro-cf-autotick-bot/arch-py-feedstock,1
2537,conda-forge/arch-py-feedstock,1
2536,conda-forge/linearmodels-feedstock,1
2501,archspec/archspec,1
2499,jacobtomlinson/gpu-python-tutorial,1
2498,regro-cf-autotick-bot/ucx-split-feedstock,1
2497,ButTaiwan/iansui,1
2496,conda-incubator/condastats,1
2495,conda-forge/cutlass-feedstock,1
2494,conda-forge/cutensor-feedstock,1
2493,conda-forge/libcufile-feedstock,1
2492,conda-forge/doxygen-feedstock,1
2491,leofang/cupy,1
2490,leofang/trove-classifiers,1
2489,pypa/trove-classifiers,1
2488,conda-forge/cuda-nvcc-impl-feedstock,1
2487,leofang/staged-recipes,1
2486,leofang/cuda-feedstock,1
2485,NVIDIA/accelerated-computing-hub,1
2484,leofang/nvmath-python,1
2483,grantjenks/python-diskcache,1
2481,leofang/cccl,1
2480,mpi4py/mpi4py,1
2477,majiddadashi/ai-edge-torch,1
2475,SandSnip3r/PatheryEnv,1
2474,SandSnip3r/HyperbotDoc,1
2473,SandSnip3r/Sorry-MCTS,1
2472,SandSnip3r/SorryQt,1
2471,SandSnip3r/Pathfinder-Visualizer,1
2470,SandSnip3r/Pathfinder,1
2469,Xilinx/XRT,1
2468,f/awesome-chatgpt-prompts,1
2467,Xilinx/Vitis-Tutorials,1
2500,regro-cf-autotick-bot/cupy-feedstock,1
2502,conda-forge/qiskit-aer-feedstock,1
2535,bashtage/statsmodels,1
2503,regro-cf-autotick-bot/qiskit-aer-feedstock,1
2534,pydata/pandas-datareader,1
2533,pydata/patsy,1
2532,bashtage/linearmodels,1
2530,bashtage/arch,1
2529,Dobiasd/programming-language-subreddits-and-their-choice-of-words,1
2528,Dobiasd/undictify,1
2527,Dobiasd/articles,1
2526,Dobiasd/yo_dawg_ml_model_architecture,1
2525,Dobiasd/conan-center-index,1
2524,Dobiasd/agensgraph-docker,1
2523,bitnine-oss/agensgraph-docker,1
2522,Dobiasd/frugally-deep,1
2521,Dobiasd/seastar,1
2520,scylladb/seastar,1
2519,Dobiasd/Behagolit,1
2518,offa/FunctionalPlus,1
2516,conda-forge-admin/nvmath-feedstock,1
2515,conda-forge/cudnn-feedstock,1
2514,conda-forge/mathdx-feedstock,1
2513,conda-forge/nccl-feedstock,1
2512,conda-forge/nvmath-feedstock,1
2511,leofang/admin-requests,1
2510,cupy/cccl,1
2509,conda-forge/mpi4py-feedstock,1
2508,emcastillo/cupy,1
2507,spcl/dace,1
2506,leofang/accelerated-computing-hub,1
2505,conda-forge/openconnect-feedstock,1
2504,asi1024/cupy,1
2323,isuruf/pdal-feedstock,1
2322,conda-forge/openmm-feedstock,1
2321,conda-forge/qt-main-feedstock,1
2127,BlueBrain/HighFive,1
2142,HaoZeke/quip-nix,1
2141,libAtoms/QUIP,1
2140,HaoZeke/QUIP,1
2139,mir-group/allegro,1
2138,HaoZeke/openblasConfig,1
2137,flowy-code/flowy,1
2136,yuchdev/CppBooks,1
2135,d-SEAMS/seams-core,1
2134,approvals/ApprovalTests.Python.PytestPlugin,1
2133,approvals/ApprovalTests.Python,1
2131,yagarea/jektex,1
2130,jan-janssen/NFDI4IngScientificWorkflowRequirements,1
2129,anki-code/xontrib-sh,1
2128,HaoZeke/dotdoom,1
2126,TheochemUI/fortran_cuh2_src,1
2320,conda-forge/arcticdb-feedstock,1
2125,nmslib/hnswlib,1
2124,HaoZeke/ApprovalTests.cpp,1
2123,seldon-code/pyseldon,1
2122,RuhiRG/D-seams-docker-recipes,1
2121,TheochemUI/eONpy,1
2120,sintaxi/surge,1
2119,CECAM-LTS-MAP/ReproEnv,1
2118,BlankSpruce/gersemi,1
2117,CECAM-LTS-MAP/eON-Tutorial-2024,1
2116,fniessen/org-html-themes,1
2115,SGpp/SGpp,1
2114,seldon-code/seldon,1
2113,HaoZeke/numpy,1
2112,HaoZeke/asv,1
2143,pyvista/pytest-pyvista,1
2144,JuliaCon/proceedings-review,1
2145,szcompressor/SZ3,1
2146,robertu94/libpressio_tutorial,1
2175,HaoZeke/asv-feedstock,1
2174,odygrd/quill,1
2173,dbhi/qus,1
2172,RISCVtestbed/riscvtestbed.github.io,1
2171,METHODS-Group/DRDMannTurb,1
2170,multiarch/qemu-user-static,1
2169,optipulsproject/python-optipuls,1
2168,seldon-code/psiseldon,1
2167,seldon-code/pyseldonlib,1
2166,RuhiRG/seams-core,1
2165,d-SEAMS/PydSEAMSlib,1
2164,RuhiRG/pyseams,1
2163,cmuratori/meow_hash,1
2162,Cyan4973/xxHash,1
2161,conda/conda-lock,1
2160,itapmd/imd,1
2159,flashlight/flashlight,1
2158,Rodrigolmti/lunch_money_companion,1
2157,ropensci/fastMatMR,1
2156,User-DK/pyseldon,1
2155,HaoZeke/meson,1
2154,cpredef/predef,1
2153,eliaskosunen/scnlib,1
2152,fastfloat/fast_float,1
2151,HaoZeke/readCon,1
2150,RedSpah/xxhash_cpp,1
2149,HaoZeke/eOn,1
2148,cachelot/cachelot,1
2147,HaoZeke/cachelot,1
2111,timvisee/send-instances,1
2110,dengwirda/robust-predicate,1
2109,TheochemUI/EONgit,1
2072,numfocus/DISC-Unconference-2025,1
2070,brazilian-utils/brutils-python,1
2069,pyOpenSci/python-package-guide,1
2068,melissawm/tutorial-pysul2024,1
2067,melissawm/numpy-tutorials,1
2066,pyvista/pyvista,1
2065,numpy/numpy-financial,1
2064,chanzuckerberg/cryoet-data-portal,1
2063,melissawm/minimalsphinx,1
2062,jbms/sphinx-immaterial,1
2061,melissawm/cryoet-data-portal,1
2060,leokollersacht/pompeiu_hausdorff,1
2059,conda-forge/sphinx-tags-feedstock,1
2058,melissawm/melissawm,1
2057,numfocus/DISC-committee,1
2056,napari/island-dispatch,1
2055,melissawm/sphinx,1
2054,jaimergp/napari-docs,1
2053,AA-Turner/scipy,1
2052,melissawm/scientific-python-lectures,1
2051,melissawm/jupyterlite-sphinx,1
2050,melissawm/napari-sphinx-theme,1
2049,melissawm/scientific-python-translations.github.io,1
2048,melissawm/blog.scientific-python.org,1
2047,melissawm/mkdocstrings-python,1
2046,mkdocstrings/python,1
2045,melissawm/Quansight-website,1
2044,melissawm/napari,1
2043,napari/napari-sphinx-theme,1
2042,melissawm/astropy,1
2071,melissawm/DISC-Unconference-2025,1
2073,steppi/automations,1
2108,approvals/ApprovalTests.cpp,1
2074,zarr-developers/zarr-developers.github.io,1
2107,d-SEAMS/pyseams,1
2106,HaoZeke/EONgit,1
2105,TheochemUI/eOn,1
2104,HaoZeke/bless,1
2101,HaoZeke/Dotfiles,1
2100,ERGO-Code/HiGHS,1
2099,HaoZeke/HiGHS,1
2098,HaoZeke/haozeke.github.io,1
2097,HaoZeke/scipy,1
2096,pavanbalaji/pavanbalaji.github.io,1
2095,vxst/DDF,1
2094,vxst/spin,1
2093,vxst/numpy,1
2092,vxst/ml_dtypes,1
2090,google/paxml,1
2089,alex-petrenko/sample-factory,1
2088,vxst/float8_matmul,1
2087,cybertronai/pytorch-lamb,1
2086,vxst/vxst,1
2085,vxst/LAMB16,1
2084,allenai/RL4LMs,1
2083,vxst/la-llama3,1
2082,yifuwang/pytorch,1
2081,yifuwang/torchtitan,1
2080,yf225/torchtune,1
2078,crewAIInc/crewAI,1
2077,DanilBaibak/download-artifact-s3,1
2076,encukou/cpython,1
2075,networkx/website,1
2176,conda-forge/asv-feedstock,1
2177,git-town/action,1
2178,DavisVaughan/r-tree-sitter,1
2287,conda-forge/lightgbm-feedstock,1
2285,conda-forge/ctng-compiler-activation-feedstock,1
2284,isuruf/lightgbm-feedstock,1
2283,isuruf/conda-forge-pinning-feedstock,1
2282,conda/grayskull,1
